,Endereço,Latitude,Longitude
28372,"R SILVEIRO, 50/201",,
28373,"R SANTANA, 1340",,
28374,"R SEPE TIARAJU, 1395/4",,
28375,"R ALUIZIO DE AZEVEDO, 185",,
28376,"AV MERIDIONAL, 290",,
28377,"AV VINTE UM DE ABRIL, 359",,
28378,"R GEN VASCO ALVES, 515",,
28379,"R HUMBERTO DE CAMPOS, 15",,
28380,"R VINTE SEIS DE DEZEMBRO, 491",,
28381,"R PRIMEIRO DE MAIO, 373",,
28382,"R JOSE FERREIRA JARDIM, 365",,
28383,"AV GUIDO MONDIN, 72",,
28384,"PSL SETIMO JOSE LUIZELLI, 70",,
28385,"R SANTANA, 502",,
28386,"AV PROF OSCAR PEREIRA, 1",,
28387,"R RAMIRO BARCELOS, 2361",,
28388,"R VEREADOR TEREZIO MEIRELES, 35",,
28389,"R DONA ALZIRA, 217",,
28390,"AV ALBERTO BINS, 539/4",,
28391,"AV PERNAMBUCO, 2765",,
28392,"AV SERTORIO, 6000",,
28393,"AV JOAO WALLIG, 768",,
28394,"AV PLINIO BRASIL MILANO, 2343/5",,
28395,"R DOLORES DURAN, 1968",,
28396,"R BARAO DO TRIUNFO, 448/304",,
28397,"R VARZEA, 481",,
28398,"R PIAUI, 386",,
28399,"R VARZEA, 542",,
28400,"R LOUVRE, 172",,
28401,"TRAV ORION, 278",,
28402,"R SIQUEIRA CAMPOS, 832/1",,
28403,"AV JUCA BATISTA, 7575",,
28404,"R GEN JOAO MANOEL, 90",,
28405,"PCA OSVALDO CRUZ, 15/2801",,
28406,"AV BRASIL, 1398",,
28407,"AV PERNAMBUCO, 1652",,
28408,"R WASHINGTON LUIZ, 820/902",,
28409,"AV MAJOR DIONISIO DORNELES, 101",,
28410,"R VIGARIO JOSE IGNACIO, 295/605",,
28411,"AV ASSIS BRASIL, 4320/2",,
28412,"AV ASSIS BRASIL, 2243",,
28413,"AV PROTASIO ALVES, 6990",,
28414,"R PAQUETA, 178",,
28415,"R PAQUETA, 193",,
28416,"R CEL BORDINI, 825",,
28417,"AV ASSIS CHATEAUBRIAND, 140/1",,
28418,"AV IPIRANGA, 5200/219",,
28419,"AV VEIGA, 146/204",,
28420,"AV JOSE LUTZENBERGER, 293",,
28421,"AV JOSE LUTZENBERGER, 295",,
28422,"R PINTO BANDEIRA, 354",,
28423,"AV JOAO PESSOA, 115/109",,
28424,"AV CRISTOVAO COLOMBO, 545/1035",,
28425,"R ANITA GARIBALDI, 2301/3",,
28426,"R CRISTOVAO PEREIRA, 50/407",,
28427,"AV PRAZERES, 777",,
28428,"AV CEL LUCAS DE OLIVEIRA, 1564",,
28429,"R GERALDO SOUZA MOREIRA, 280",,
28430,"AV IPIRANGA, 8451",,
28431,"TRAV JOSE RODRIGUES FONSECA, 66",,
28432,"R SENHOR DOS PASSOS, 54/2",,
28433,"R MARCILIO DIAS, 400/1",,
28434,"R JUAREZ TAVORA, 430",,
28435,"AV ASSIS BRASIL, 5290",,
28436,"R EZEQUIEL ANTONIO DE OLIVEIRA, 121/2",,
28437,"AV TRAMANDAI, 232/2",,
28438,"AV CRISTOVAO COLOMBO, 545/2197",,
28439,"AV SAO PEDRO, 1455",,
28440,"R ESPIRITO SANTO, 396",,
28441,"AV INDUSTRIAS, 825/4",,
28442,"ESTR JOAO DE OLIVEIRA REMIAO, 5673",,
28443,"R DR DERLY MONTEIRO, 375",,
28444,"AV ASSIS BRASIL, 6203/403",,
28445,"PCA DR MAURICIO CARDOSO, 23/1",,
28446,"AV GETULIO VARGAS, 1691/901",,
28447,"R BARAO DE SANTO ANGELO, 266",,
28448,"R DOM PEDRO II, 390/112",,
28449,"AV AMAZONAS, 577",,
28450,"R CEL MASSOT, 260",,
28451,"AV BASTIAN, 77",,
28452,"R VERISSIMO ROSA, 135",,
28453,"AV BENTO GONCALVES, 369",,
28454,"R COMENDADOR TAVARES, 439",,
28455,"R ANITA GARIBALDI, 694/1",,
28456,"R MOURA AZEVEDO, 80",,
28457,"ESTR JOAO DE OLIVEIRA REMIAO, 985",,
28458,"R SAPE, 975",,
28459,"AV BRINO, 402/1",,
28460,"AV CRISTOVAO COLOMBO, 545/1023",,
28461,"AV CRISTOVAO COLOMBO, 545/1209",,
28462,"R DR RAMIRO D'AVILA, 20/406",,
28463,"AV JOAO PESSOA, 441",,
28464,"AV PROTASIO ALVES, 5104/1",,
28465,"AV BENJAMIN CONSTANT, 134/12",,
28466,"AV IPIRANGA, 4672",,
28467,"R MARECHAL HERMES, 18",,
28468,"AV TULIO DE ROSE, 80/128",,
28469,"AV DIARIO DE NOTICIAS, 300/1103",,
28470,"R VIGARIO JOSE IGNACIO, 547/1203",,
28471,"R ANGELO DOURADO, 270",,
28472,"PCA QUINZE DE NOVEMBRO, 8",,
28473,"AV SERTORIO, 411",,
28474,"LG VESPASIANO JULIO VEPPO, 1/63",,
28475,"AV CRISTOVAO COLOMBO, 1041/501",,
28476,"AV GETULIO VARGAS, 774/307",,
28477,"R DONA SEBASTIANA, 361/3",,
28478,"AV JOAO WALLIG, 904/301",,
28479,"R VINTE QUATRO DE OUTUBRO, 1681/7",,
28480,"R AUXILIADORA, 215/201",,
28481,"R PADRE DIOGO FEIJO, 116",,
28482,"R DONA MARGARIDA, 959",,
28483,"AV FORTE, 915",,
28484,"R DONA ALZIRA, 225",,
28485,"R IBIRAPUITAN, 86/1",,
28486,"R PROF LUIZ ANTONIO LOPES, 110",,
28487,"R SERAFINA CORREA, 72",,
28488,"R CAMAQUA, 652/103",,
28489,"AV GUAIBA, 11742",,
28490,"AV NONOAI, 1736",,
28491,"AV PROTASIO ALVES, 4685/21",,
28492,"R DR ERNESTO MIRANDA, 86",,
28493,"R JOSE DO PATROCINIO, 824",,
28494,"AV MARILAND, 1270",,
28495,"AV VENANCIO AIRES, 94",,
28496,"AV ASSIS BRASIL, 3565/203",,
28497,"R PATAGONIA, 325",,
28498,"AV VICENTE MONTEGGIA, 2041",,
28499,"AV CAVALHADA, 3623/11",,
28500,"R DR FLORENCIO YGARTUA, 65/18",,
28501,"AV PRESIDENTE FRANKLIN ROOSEVELT, 547",,
28502,"AV CAVALHADA, 3853/1",,
28503,"AV DIVISA, 1240",,
28504,"AV ASSIS BRASIL, 2611/118",,
28505,"AV PRAIA DE BELAS, 1181/2036",,
28506,"AV JOAO WALLIG, 1800/177",,
28507,"R ANDRADAS, 1659",,
28508,"AV CARLOS GOMES, 1340",,
28509,"R BENJAMIM MORESCO, 420",,
28510,"AV JUCA BATISTA, 2538/108",,
28511,"R COMENDADOR MANOEL PEREIRA, 56",,
28512,"R VOLUNTARIOS DA PATRIA, 650/2",,
28513,"R ERNESTO FONTOURA, 758",,
28514,"R VISCONDE DO HERVAL, 1126",,
28515,"R VICENTE DA FONTOURA, 2648",,
28516,"AV CAVALHADA, 2146",,
28517,"AV ASSIS BRASIL, 6583",,
28518,"R CEL TIMOTEO, 11",,
28519,"R SOUZA LOBO, 474",,
28520,"AV MONTENEGRO, 26/201",,
28521,"AV SERTORIO, 113",,
28522,"R MUCIO TEIXEIRA, 1080/1",,
28523,"AV PERNAMBUCO, 2817/502",,
28524,"R BARAO DE SANTO ANGELO, 321",,
28525,"R VASCO DA GAMA, 90",,
28526,"R DORIVAL CASTILHO MACHADO, 805",,
28527,"R CRISTOVAO PEREIRA, 99/202",,
28528,"AV IPIRANGA, 5200/218",,
28529,"AV JOAO WALLIG, 1800/128",,
28530,"AV PRAIA DE BELAS, 1181/38",,
28531,"AV SARANDI, 420",,
28532,"AV AURELIANO DE FIGUEIREDO PINTO, 992",,
28533,"AV ROCIO, 294",,
28534,"R RIACHUELO, 384",,
28535,"AV VINTE UM DE ABRIL, 1263",,
28536,"R LUCIANA DE ABREU, 323/407",,
28537,"AV SERTORIO, 3535",,
28538,"AV OTTO NIEMEYER, 1973",,
28539,"R VINTE QUATRO DE OUTUBRO, 111/44",,
28540,"AV OTAVIO ROCHA, 116/1",,
28541,"AV IPIRANGA, 5200/139",,
28542,"AV JOAO WALLIG, 1800/31",,
28543,"AV PRAIA DE BELAS, 1181/62",,
28544,"AV PROTASIO ALVES, 106",,
28545,"R FRANCISCO FERRER, 441",,
28546,"R OLAVO BARRETO VIANA, 36/221",,
28547,"AV DIARIO DE NOTICIAS, 300/2046",,
28548,"AV ASSIS BRASIL, 164/16",,
28549,"AV CRISTOVAO COLOMBO, 545/2116",,
28550,"AV BRASIL, 1463/3",,
28551,"AV BENJAMIN CONSTANT, 937/6",,
28552,"R ITAPUI, 152/5",,
28553,"AV JOAO WALLIG, 1800/2010",,
28554,"R ANGELO BARBOZA, 571",,
28555,"R DR DIAS DA CRUZ, 56",,
28556,"R SERRO AZUL, 755",,
28557,"ESTR OTAVIANO JOSE PINTO, 3521",,
28558,"AV DIARIO DE NOTICIAS, 400/913",,
28559,"AV JOSE ALOISIO FILHO, 317",,
28560,"AV MARANHAO, 825",,
28561,"AV FERNANDO FERRARI, 1001/31",,
28562,"AV PLINIO BRASIL MILANO, 2342/2",,
28563,"R JOSE FERREIRA JARDIM, 138",,
28564,"R LOPO GONCALVES, 626",,
28565,"AV EDGAR PIRES DE CASTRO, 1554/2",,
28566,"R ANDRADAS, 1438/27",,
28567,"R FELIX DA CUNHA, 635",,
28568,"AV CEL APARICIO BORGES, 838",,
28569,"AV BENTO GONCALVES, 3080",,
28570,"AV ASSIS BRASIL, 6415",,
28571,"AV FRANCISCO TALAIA DE MOURA, 510",,
28572,"R FELIX DA CUNHA, 1213/2",,
28573,"R BARAO DE SANTO ANGELO, 309",,
28574,"AV JAIME VIGNOLI, 505",,
28575,"AV JOAO ELUSTONDO FILHO, 395/9",,
28576,"AV PROTASIO ALVES, 434",,
28577,"AV IPIRANGA, 7180",,
28578,"AV SERTORIO, 6833",,
28579,"R JOAO ALFREDO, 786",,
28580,"PCA ALBERTO RAMOS, 884",,
28581,"R BARAO DO AMAZONAS, 46/1",,
28582,"R DEZOITO DE NOVEMBRO, 443/22",,
28583,"R AZEVEDO SODRE, 34",,
28584,"R BISPO SARDINHA, 188",,
28585,"R FREDERICO MENTZ, 1561/144",,
28586,"AV FORTE, 802/204",,
28587,"R SAO SALVADOR, 294",,
28588,"AV CRISTOVAO COLOMBO, 64",,
28589,"AV PROTASIO ALVES, 5310",,
28590,"R JOSE SCUTARI, 218/1",,
28591,"AV ICARAI, 780/103",,
28592,"AV ALBERTO BINS, 374",,
28593,"AV SAO PEDRO, 1340/7",,
28594,"AV MARANHAO, 440",,
28595,"AV ASSIS BRASIL, 3532/1003",,
28596,"R FELIPE NERI, 406/403",,
28597,"R VOLUNTARIOS DA PATRIA, 294/116",,
28598,"R VIGARIO JOSE IGNACIO, 371/28",,
28599,"R DR DERLY MONTEIRO, 555",,
28600,"R MAIAS, 1296",,
28601,"R DONA TEODORA, 1257/201",,
28602,"R JOAO CORREA ALMEIDA, 115",,
28603,"R VITORIO FRANCISCO GIORDANI, 191",,
28604,"AV SOLEDADE, 569/811",,
28605,"AV PROF OSCAR PEREIRA, 1881",,
28606,"R DR FLORES, 105/213",,
28607,"R JOSE INACIO DA CUNHA, 53",,
28608,"AV PADRE CACIQUE, 891/2",,
28609,"R EUCLYDES DA CUNHA, 290",,
28610,"R DR ERNESTO DI PRIMIO BECK, 265",,
28611,"R GEN LIMA E SILVA, 776/16",,
28612,"R JOSE DO PATROCINIO, 725",,
28613,"AV FRANCA, 992",,
28614,"AV FARRAPOS, 3799/12",,
28615,"R BOM RETIRO DO SUL, 29",,
28616,"R PAULINO AZURENHA, 1076",,
28617,"AV CRISTOVAO COLOMBO, 240",,
28618,"R DOM VITAL, 97",,
28619,"AL EDUARDO GUIMARAES, 38",,
28620,"R MARCILIO DIAS, 1496",,
28621,"AV SAO PEDRO, 754",,
28622,"AV VICENTE MONTEGGIA, 1029",,
28623,"R MIGUEL TOSTES, 371",,
28624,"R MOURA AZEVEDO, 253",,
28625,"AV POLONIA, 609",,
28626,"AV FARRAPOS, 1490",,
28627,"AV SAO PEDRO, 1124",,
28628,"R AURELIO PORTO, 435",,
28629,"R ENG SADI CASTRO, 491",,
28630,"AV DIARIO DE NOTICIAS, 300/1035",,
28631,"AV PEREIRA PASSOS, 1089",,
28632,"AV SERRARIA, 1153",,
28633,"R VIGARIO JOSE IGNACIO, 371/715",,
28634,"AV ASSIS BRASIL, 2155",,
28635,"PCA COMENDADOR SOUZA GOMES, 101",,
28636,"AV WENCESLAU ESCOBAR, 2287",,
28637,"AV DIARIO DE NOTICIAS, 300/1043",,
28638,"R ANDRADAS, 1325",,
28639,"R DR RAMIRO D'AVILA, 27",,
28640,"R PADRE DIOGO FEIJO, 377",,
28641,"AV TERESOPOLIS, 3185/2",,
28642,"R GUILHERME KLIPPEL, 112",,
28643,"R SANTOS DUMONT, 1089/2",,
28644,"R PEDRO AMERICO, 58",,
28645,"AV PERNAMBUCO, 1328/302",,
28646,"AV PROTASIO ALVES, 1041",,
28647,"R ANITA GARIBALDI, 146/2",,
28648,"R BARAO DO AMAZONAS, 1104/1",,
28649,"ESTR JOAO DE OLIVEIRA REMIAO, 3472",,
28650,"AV A J RENNER, 285",,
28651,"AV ASSIS BRASIL, 7290",,
28652,"R JOAO MOREIRA MACIEL, 1414",,
28653,"R FREDERICO MENTZ, 1995",,
28654,"AV CEL APARICIO BORGES, 931",,
28655,"R CEL MASSOT, 1402",,
28656,"AV JOAO FERREIRA JARDIM, 659",,
28657,"AV CAVALHADA, 3256",,
28658,"AV FLORIANOPOLIS, 781",,
28659,"AV EDGAR PIRES DE CASTRO, 10",,
28660,"AV GUIDO MONDIN, 510",,
28661,"R PADRE DIOGO FEIJO, 156",,
28662,"R URUGUAI, 297",,
28663,"R OLIVEIRA LOPES, 1370",,
28664,"R CAIRU, 1091",,
28665,"AV CEL MARCOS, 2523",,
28666,"R FELIZARDO, 462/1",,
28667,"AV ALBERTO BINS, 807/1",,
28668,"AV JOSE ALOISIO FILHO, 1153",,
28669,"AV FARRAPOS, 3270/402",,
28670,"R DOM PEDRO II, 1220/401",,
28671,"R DINARTE RIBEIRO, 214/1",,
28672,"AV EDGAR PIRES DE CASTRO, 991/1",,
28673,"ESTR JOAO ANTONIO SILVEIRA, 1890/1",,
28674,"AV OTAVIO ROCHA, 179/61",,
28675,"AV IPIRANGA, 7630",,
28676,"AV IJUI, 86/201",,
28677,"AV ALBERTO BINS, 325/49",,
28678,"AV JOAO WALLIG, 788",,
28679,"R DOM PEDRO II, 1301/1",,
28680,"R FELIX DA CUNHA, 1215/3",,
28681,"AV SERTORIO, 6115",,
28682,"AV PARANA, 2021",,
28683,"R PROF CRISTIANO FISCHER, 420",,
28684,"R OURO PRETO, 980/2",,
28685,"R AMERICO VESPUCIO, 1016",,
28686,"R SEZEFREDO IGNACIO DE OLIVEIRA, 805",,
28687,"R OLAVO BARRETO VIANA, 36/307",,
28688,"AV EDGAR PIRES DE CASTRO, 1620/1",,
28689,"R ANDRADAS, 1560/1206",,
28690,"R BARAO DE BAGE, 436",,
28691,"R VASCO DA GAMA, 763",,
28692,"R ERNESTO FONTOURA, 260",,
28693,"AV CEL APARICIO BORGES, 1327/4",,
28694,"AV PROTASIO ALVES, 978",,
28695,"AV JOAO PESSOA, 809/108",,
28696,"R GEN CALDWELL, 1063",,
28697,"R ALMIRANTE BARROSO, 735/202",,
28698,"AV ASSIS BRASIL, 6732",,
28699,"R LUZITANA, 86",,
28700,"AV ASSIS BRASIL, 6203/707",,
28701,"AV A J RENNER, 459",,
28702,"AV SAO PEDRO, 1233",,
28703,"AV TERESOPOLIS, 2956/4",,
28704,"PCA MENINO DEUS, 11/502",,
28705,"R GONCALO DE CARVALHO, 209/301",,
28706,"R BUARQUE DE MACEDO, 748/102",,
28707,"R CANCIO GOMES, 214",,
28708,"AV BALTAZAR DE OLIVEIRA GARCIA, 3028",,
28709,"AV OTTO NIEMEYER, 2112/205",,
28710,"R ACORES, 308",,
28711,"AV ASSIS BRASIL, 5577/1",,
28712,"R VISCONDE DO RIO BRANCO, 349",,
28713,"R SERGIO JUNGBLUT DIETERICH, 780",,
28714,"R SERGIO JUNGBLUT DIETERICH, 900/17",,
28715,"R ITAUNA, 165",,
28716,"R ARNALDO BALLVE, 48",,
28717,"AV GETULIO VARGAS, 808",,
28718,"AV ASSIS BRASIL, 418/608",,
28719,"R PRIMEIRO DE SETEMBRO, 1550",,
28720,"AV BENTO GONCALVES, 1611",,
28721,"AV A J RENNER, 625/1",,
28722,"AV SEVERO DULLIUS, 90010/14",,
28723,"AV FORTE, 1746/201",,
28724,"R ENG UBATUBA DE FARIA, 260",,
28725,"R TUPI, 49",,
28726,"AV JUCA BATISTA, 635",,
28727,"R JAIME TELES, 325",,
28728,"R JOAO ABBOTT, 715",,
28729,"AV DR CARLOS BARBOSA, 1254",,
28730,"R DR MARIO TOTTA, 2210",,
28731,"AV CARLOS GOMES, 75/603",,
28732,"R LUZINETE ALVES ARAGON, 144",,
28733,"AV BENTO GONCALVES, 725",,
28734,"R JAIME TELES, 21",,
28735,"AV AZENHA, 848",,
28736,"AV SERTORIO, 776",,
28737,"AV BALTAZAR DE OLIVEIRA GARCIA, 3577",,
28738,"R DONA MARGARIDA, 1035",,
28739,"R ANITA GARIBALDI, 888",,
28740,"R ABAETE, 358",,
28741,"AV CEL MARCOS, 627",,
28742,"AV SERTORIO, 4391",,
28743,"R JOSE INACIO, 331",,
28744,"AV CEARA, 905",,
28745,"AV DIARIO DE NOTICIAS, 300/2023",,
28746,"R PRIMEIRO DE MARCO, 71",,
28747,"AV BENJAMIN CONSTANT, 1541",,
28748,"AV CRISTOVAO COLOMBO, 545/2057",,
28749,"R VISCONDE DE MACAE, 86",,
28750,"R COMENDADOR TAVARES, 423",,
28751,"AV PROF PAULA SOARES, 1136",,
28752,"R VIGARIO JOSE IGNACIO, 371/713",,
28753,"AV ASSIS BRASIL, 5424/10",,
28754,"AV PROTASIO ALVES, 2490",,
28755,"AV PROTASIO ALVES, 4194",,
28756,"R CONCEICAO, 283",,
28757,"AV DR CARLOS BARBOSA, 1137",,
28758,"AV EDUARDO PRADO, 1730",,
28759,"R PROVENZANO, 275",,
28760,"PCA QUINZE DE NOVEMBRO, 36",,
28761,"AV ASSIS CHATEAUBRIAND, 176",,
28762,"AV OTTO NIEMEYER, 2609",,
28763,"AV CAVALHADA, 3489",,
28764,"R MARQUES DO MARICA, 273",,
28765,"R AUGUSTO SEVERO, 652",,
28766,"R LILA RIPOLL, 157",,
28767,"R JOSE GELAIN, 95",,
28768,"R HENRIQUE DIAS, 111",,
28769,"R IRMAO JOSE OTAO, 576",,
28770,"R ANDRADAS, 1001/140",,
28771,"R SAO CARLOS, 545",,
28772,"R MOURA AZEVEDO, 110",,
28773,"AV ASSIS BRASIL, 650",,
28774,"R VICENTE DA FONTOURA, 2600/1",,
28775,"AV PROTASIO ALVES, 1257",,
28776,"R PADRE CHAGAS, 58/2",,
28777,"R COMENDADOR RODOLFO GOMES, 586",,
28778,"AV CEL APARICIO BORGES, 693",,
28779,"AV IPIRANGA, 8795",,
28780,"R GARIBALDI, 953",,
28781,"R VIGARIO JOSE IGNACIO, 479",,
28782,"AV CARLOS GOMES, 965",,
28783,"R SANTA MONICA, 385",,
28784,"PCA OSVALDO CRUZ, 15",,
28785,"AV PROTASIO ALVES, 8623/103",,
28786,"AV JOAO WALLIG, 1800/221",,
28787,"R RAMIRO BARCELOS, 1172/202",,
28788,"PCA QUINZE DE NOVEMBRO, 66/905",,
28789,"AV JULIO DE CASTILHOS, 596/909",,
28790,"AV PROTASIO ALVES, 6585/101",,
28791,"AV TULIO DE ROSE, 80/320",,
28792,"R EUCLYDES MOURA, 143",,
28793,"R PROF FREITAS E CASTRO, 301",,
28794,"AV PROF OSCAR PEREIRA, 3542",,
28795,"AV JOAO WALLIG, 1800/253",,
28796,"AV TRAMANDAI, 1140",,
28797,"R ANDRADAS, 959",,
28798,"R GEN LIMA E SILVA, 736/2",,
28799,"R EDMUNDO BASTIAN, 469",,
28800,"AV WENCESLAU ESCOBAR, 1286/1",,
28801,"AV BENJAMIN CONSTANT, 1720",,
28802,"AV CRISTOVAO COLOMBO, 109/1",,
28803,"AV ASSIS BRASIL, 3522/115",,
28804,"R FELIX DA CUNHA, 836/403",,
28805,"R VOLUNTARIOS DA PATRIA, 336",,
28806,"R CHAVES BARCELOS, 203",,
28807,"AV ASSIS BRASIL, 2542",,
28808,"AV BALTAZAR DE OLIVEIRA GARCIA, 745/2",,
28809,"R CAETANO FULGINITI, 60/102",,
28810,"AV PROTASIO ALVES, 359",,
28811,"R BUARQUE DE MACEDO, 301",,
28812,"R ACORES, 79/606",,
28813,"R VIGARIO JOSE IGNACIO, 547/1",,
28814,"R DR FLORES, 323",,
28815,"AV BENJAMIN CONSTANT, 1624",,
28816,"AV SENADOR SALGADO FILHO, 351",,
28817,"R ANGELO DOURADO, 411",,
28818,"AV A J RENNER, 540",,
28819,"R DR MARIO TOTTA, 714/2",,
28820,"AV A J RENNER, 185",,
28821,"R VOLUNTARIOS DA PATRIA, 188/137",,
28822,"R ALVARO CHAVES, 196",,
28823,"R VIGARIO JOSE IGNACIO, 295/106",,
28824,"R BEZERRA DE MENEZES, 87/203",,
28825,"R ADAO BAINO, 89/201",,
28826,"AV FARRAPOS, 146/73",,
28827,"R MOSTARDEIRO, 123/202",,
28828,"R SIQUEIRA CAMPOS, 1184/3",,
28829,"AV ASSIS BRASIL, 2449",,
28830,"AV ASSIS BRASIL, 2759/2",,
28831,"AV IPIRANGA, 6690/218",,
28832,"R ANDRADAS, 1546/4",,
28833,"AV IPIRANGA, 6400",,
28834,"AV CRISTOVAO COLOMBO, 1172/2",,
28835,"R CAIRU, 751",,
28836,"AV WENCESLAU ESCOBAR, 2005",,
28837,"R VERISSIMO ROSA, 453",,
28838,"R SPORT CLUB SAO JOSE, 71/303",,
28839,"AV INDEPENDENCIA, 914",,
28840,"AV JAIME VIGNOLI, 941",,
28841,"AV ASSIS BRASIL, 6203/503",,
28842,"R PARQUE, 413",,
28843,"AV INDUSTRIAS, 275/110",,
28844,"AV LUIZ MANOEL GONZAGA, 450/205",,
28845,"AV PROTASIO ALVES, 7605",,
28846,"AV CRISTOVAO COLOMBO, 1773/408",,
28847,"TRAV ISIDORO JOSE LOPES, 83",,
28848,"R EUCLYDES DA CUNHA, 493/102",,
28849,"R FREDERICO MENTZ, 367/1",,
28850,"R ANTONIO CARLOS BERTA, 475/1604",,
28851,"R VICENTE DA FONTOURA, 1491",,
28852,"AV JOAO ELUSTONDO FILHO, 240",,
28853,"R GONCALVES DIAS, 928",,
28854,"R INTENDENTE ALFREDO AZEVEDO, 1026",,
28855,"AV PROTASIO ALVES, 280/1",,
28856,"AV ASSIS BRASIL, 5499/1",,
28857,"AV ENG FREDERICO DAHNE, 412",,
28858,"R CONDE DE PORTO ALEGRE, 110",,
28859,"R CHAVES BARCELOS, 27/601",,
28860,"R JOSE MONTAURY, 139/1002",,
28861,"R SAO CARLOS, 845",,
28862,"AV BERNARDINO SILVEIRA PASTORIZA, 1110",,
28863,"AV SAO PEDRO, 1319/103",,
28864,"R IRMAO FELIX ROBERTO (ROBERTAO), 25",,
28865,"R CONSELHEIRO TRAVASSOS, 258",,
28866,"R MOURA AZEVEDO, 593/304",,
28867,"R LOPO GONCALVES, 108",,
28868,"R VIGARIO JOSE IGNACIO, 114",,
28869,"R VICENTE DA FONTOURA, 2403",,
28870,"R AMELIA TELES, 90/203",,
28871,"AV FARIA LOBATO, 389",,
28872,"R AUXILIADORA, 11",,
28873,"AV IPIRANGA, 5200/133",,
28874,"R CHAVES BARCELOS, 197",,
28875,"R PINTO BANDEIRA, 484/11",,
28876,"AV PRINCESA ISABEL, 844/202",,
28877,"AV PRINCESA ISABEL, 844",,
28878,"AV MINAS GERAIS, 144",,
28879,"AV CEARA, 1400",,
28880,"AV WENCESLAU ESCOBAR, 2808",,
28881,"R MARECHAL FLORIANO PEIXOTO, 702",,
28882,"R DINARTE RIBEIRO, 44",,
28883,"AV CEL LUCAS DE OLIVEIRA, 1671",,
28884,"R DR VERIDIANO FARIAS, 118",,
28885,"R VINTE CINCO DE JULHO, 232",,
28886,"AV ESTADOS, 2350",,
28887,"R OLAVO BARRETO VIANA, 36/313",,
28888,"AV SATURNINO DE BRITO, 246",,
28889,"R JOSE DE ALENCAR, 1260/103",,
28890,"AV VENANCIO AIRES, 162/304",,
28891,"R CEL VICENTE, 600/1",,
28892,"AV IPIRANGA, 7348",,
28893,"R DONA LAURA, 207/407",,
28894,"AV SAO PEDRO, 1354/5",,
28895,"R EUCLYDES DA CUNHA, 211",,
28896,"AV PRESIDENTE FRANKLIN ROOSEVELT, 1355",,
28897,"R VITORIO FRANCISCO GIORDANI, 235/2",,
28898,"AV SOLEDADE, 441",,
28899,"AV SERTORIO, 8000/239",,
28900,"R ANDRADAS, 1560/10",,
28901,"AV INDEPENDENCIA, 488/102",,
28902,"R ANDRADAS, 843/6",,
28903,"AV BENTO GONCALVES, 1013",,
28904,"AV BENJAMIN CONSTANT, 1440/404",,
28905,"R JOSE DE ALENCAR, 578",,
28906,"AV SATURNINO DE BRITO, 20",,
28907,"R VIEIRA DE CASTRO, 150/501",,
28908,"R SAO FELIPE, 127",,
28909,"R VINTE QUATRO DE OUTUBRO, 1421/1",,
28910,"R LADISLAU NETO, 499",,
28911,"AV ASSIS BRASIL, 6493/4",,
28912,"R SYLVIO SANSON, 212",,
28913,"R GARIBALDI, 626",,
28914,"R DONA ZULMIRA, 265/1",,
28915,"AV BENTO GONCALVES, 1362",,
28916,"AV MENA BARRETO, 330",,
28917,"AV GETULIO VARGAS, 1010",,
28918,"AV PRAIA DE BELAS, 420/12",,
28919,"R GEN CALDWELL, 1329",,
28920,"R DONA FIRMINA, 713",,
28921,"R CAPAO DA CANOA, 252",,
28922,"R IVO NICOLAU ANTINOLFI, 140/101",,
28923,"R DUQUE DE CAXIAS, 1535/3",,
28924,"R BARAO DO GRAVATAI, 694/202",,
28925,"R VEADOR PORTO, 270/3",,
28926,"R FERNANDES VIEIRA, 627/3",,
28927,"AV BENJAMIN CONSTANT, 1407",,
28928,"AV BORGES DE MEDEIROS, 2235/2",,
28929,"R GEN AUTO, 244",,
28930,"AV IPIRANGA, 4612",,
28931,"R PROF JOAO DE SOUZA RIBEIRO, 433",,
28932,"AV SERRARIA, 1202",,
28933,"R SAUDAVEL, 133/1",,
28934,"R MARECHAL FLORIANO PEIXOTO, 44/4",,
28935,"R VIDAL BARBOSA, 635/3",,
28936,"AV PRAIA DE BELAS, 1181/3081",,
28937,"AV CAVALHADA, 2143/2",,
28938,"R SANTOS PEDROSO, 171",,
28939,"AV JOAO WALLIG, 161",,
28940,"R FELIPE CAMARAO, 725",,
28941,"AV JOAO PESSOA, 1831/1",,
28942,"AV GETULIO VARGAS, 1157/706",,
28943,"AV FARRAPOS, 929",,
28944,"TRAV ESCOBAR, 336/105",,
28945,"R BOTAFOGO, 1425",,
28946,"AV ASSIS BRASIL, 6186/307",,
28947,"AV BALTAZAR DE OLIVEIRA GARCIA, 1492/1",,
28948,"R FREDERICO MENTZ, 1212",,
28949,"AV BENTO GONCALVES, 6787",,
28950,"AV BRASIL, 1106",,
28951,"R JOAO ALFREDO, 689",,
28952,"R VICENTE CELESTINO, 180",,
28953,"R EDU CHAVES, 487",,
28954,"AV IPIRANGA, 5200/224",,
28955,"AV TULIO DE ROSE, 80/343",,
28956,"AV ASSIS BRASIL, 2611/218",,
28957,"AV ASSIS BRASIL, 2611/304",,
28958,"AV ASSIS BRASIL, 2611/302",,
28959,"AV BALTAZAR DE OLIVEIRA GARCIA, 2790/2",,
28960,"R DR FLORES, 231/1",,
28961,"AV BALTAZAR DE OLIVEIRA GARCIA, 1929",,
